inspection_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,date,school_id
INSP01634,,1.0,1.0,0.0,0.0,Chaman Chhabra,No remarks,2026-01-16,SCH0469
INSP00689,0.0,0.0,1.0,0.0,1.0,,,2025-11-07,SCH0017
INSP01241,0.0,1.0,1.0,,0.0,Jai Mandal,Toilets locked,2025-07-18,SCH0170
INSP00063,1.0,1.0,1.0,1.0,0.0,Harsh Nagy,Average,2025-07-20,SCH0464
INSP00853,1.0,1.0,1.0,1.0,,Atharv Balakrishnan,Good condition,2025-04-23,SCH0329
INSP02892,0.0,1.0,1.0,0.0,1.0,Sai Ram,Toilets locked,2026-02-03,SCH0225
INSP02606,0.0,1.0,1.0,1.0,0.0,Ria Bedi,Needs repair,2025-07-24,SCH0429
INSP01263,0.0,0.0,1.0,,1.0,Gabriel Jaggi,No remarks,2025-07-12,SCH0540
INSP00224,1.0,1.0,0.0,0.0,1.0,Manan Patla,No remarks,2025-12-13,SCH0562
INSP02194,0.0,,1.0,0.0,1.0,Qarin Suri,Average,2025-08-22,SCH0263
INSP00374,1.0,1.0,1.0,1.0,1.0,Fitan Yogi,Needs repair,2025-04-07,SCH0017
INSP01825,1.0,1.0,1.0,1.0,0.0,Lekha Chaudhari,Good condition,2025-04-21,SCH0214
INSP02668,0.0,1.0,1.0,1.0,1.0,Upkaar Khurana,No remarks,2025-08-16,SCH0580
INSP02731,1.0,1.0,1.0,1.0,1.0,Wakeeta Merchant,Needs repair,2026-01-11,SCH0585
INSP02822,,1.0,1.0,1.0,1.0,Zayyan Oza,Good condition,2026-01-13,SCH0432
INSP00010,0.0,1.0,0.0,1.0,1.0,Wriddhish Golla,Needs repair,2025-10-11,SCH0020
INSP01945,1.0,,1.0,0.0,1.0,Garima Devi,Good condition,2026-03-17,SCH0235
INSP01839,1.0,1.0,1.0,0.0,,Mugdha Lad,Toilets locked,2025-11-18,SCH0497
INSP00709,1.0,1.0,,1.0,1.0,Pooja D’Alia,No remarks,2026-02-13,SCH0377
INSP00256,,1.0,1.0,1.0,1.0,Yashasvi Gade,No remarks,2026-07-03,SCH0478
INSP01618,0.0,,1.0,1.0,0.0,Upma Savant,No remarks,2025-11-22,SCH0116
INSP00390,1.0,1.0,1.0,1.0,1.0,Xavier Keer,Needs repair,2025-09-24,SCH0042
INSP01582,1.0,1.0,1.0,0.0,0.0,Ojasvi Bassi,Needs repair,2025-12-01,SCH0279
INSP00925,0.0,,1.0,0.0,1.0,Dalaja Nath,Good condition,2025-12-11,SCH0488
INSP02037,1.0,1.0,1.0,1.0,1.0,Sarthak Bhatti,Toilets locked,2025-09-03,SCH0410
INSP02527,0.0,1.0,1.0,1.0,0.0,Chatresh Mohan,Good condition,2025-12-27,SCH0430
INSP01225,0.0,1.0,,1.0,0.0,Janani Mitter,Needs repair,2025-06-21,SCH0596
INSP01947,1.0,1.0,1.0,0.0,0.0,Nirja Toor,Average,2025-06-29,SCH0514
INSP00740,1.0,1.0,1.0,0.0,1.0,Praneel Chahal,Toilets locked,2025-10-06,SCH0008
INSP00041,1.0,1.0,1.0,1.0,,Tanveer Garde,Needs repair,2025-09-22,SCH0116
INSP00869,1.0,1.0,1.0,0.0,1.0,Warinder Bhardwaj,Average,2026-02-21,SCH0441
INSP00540,1.0,1.0,0.0,1.0,1.0,Osha Kara,No remarks,2025-01-10,SCH0067
INSP01372,0.0,1.0,0.0,1.0,0.0,Upma Guha,No remarks,2026-01-08,SCH0206
INSP01146,1.0,1.0,1.0,1.0,0.0,Reyansh Yogi,Needs repair,2025-04-22,SCH0341
INSP01032,1.0,1.0,0.0,0.0,1.0,Aarnav Mittal,Average,2026-01-16,SCH0195
INSP00373,1.0,0.0,0.0,1.0,1.0,Benjamin Modi,,2025-04-26,SCH0524
INSP00668,,1.0,1.0,1.0,0.0,Qabil Desai,Needs repair,2025-06-07,SCH0127
INSP00358,1.0,1.0,1.0,0.0,1.0,Ekapad Bava,Toilets locked,2026-02-25,SCH0051
INSP00968,1.0,1.0,1.0,1.0,1.0,Gavin Bera,Needs repair,2026-02-23,SCH0203
INSP01354,1.0,1.0,1.0,1.0,0.0,Irya Amble,Average,2025-04-20,SCH0506
INSP01036,1.0,1.0,1.0,1.0,1.0,Jack Rai,,2026-01-24,SCH0586
INSP00471,1.0,1.0,1.0,1.0,,,No remarks,2025-06-12,SCH0042
INSP01397,0.0,1.0,1.0,0.0,0.0,Hamsini Sekhon,Good condition,2026-02-13,SCH0596
INSP02756,1.0,0.0,1.0,,1.0,Saksham Hora,,2025-05-21,SCH0252
INSP01550,0.0,,0.0,1.0,1.0,Teerth Narain,No remarks,2025-08-11,SCH0403
INSP01257,1.0,1.0,0.0,0.0,0.0,,Needs repair,2025-09-18,SCH0192
INSP02095,1.0,1.0,1.0,0.0,1.0,Bakhshi Bali,Good condition,2025-07-06,SCH0258
INSP01556,1.0,1.0,1.0,1.0,1.0,,Needs repair,2026-03-18,SCH0331
INSP02722,1.0,1.0,1.0,0.0,0.0,Madhav Dhawan,Good condition,2025-12-01,SCH0084
INSP01251,1.0,1.0,1.0,0.0,0.0,Ekanta Kuruvilla,Good condition,2025-10-24,SCH0232
INSP01700,0.0,1.0,1.0,0.0,0.0,Kamala Murty,Average,2025-07-12,SCH0208
INSP01253,1.0,1.0,,1.0,,,,2025-04-05,SCH0421
INSP02923,1.0,1.0,1.0,0.0,0.0,Darpan Dhaliwal,No remarks,2025-08-28,SCH0344
INSP00080,0.0,0.0,0.0,1.0,0.0,Jasmit Sampath,Average,2025-01-10,SCH0526
INSP01173,0.0,1.0,1.0,1.0,1.0,,Good condition,2026-01-11,SCH0398
INSP00815,1.0,1.0,1.0,1.0,1.0,Ayaan Din,Toilets locked,2025-09-22,SCH0419
INSP01853,1.0,,1.0,0.0,1.0,Advik Korpal,Good condition,2025-08-16,SCH0132
INSP02221,0.0,1.0,,1.0,0.0,,Good condition,2026-03-26,SCH0499
INSP02765,,1.0,1.0,0.0,0.0,Pratyush Khosla,No remarks,2025-09-11,SCH0103
INSP02106,1.0,1.0,1.0,1.0,1.0,Elijah Dugar,Good condition,2025-04-07,SCH0466
INSP00134,1.0,1.0,1.0,1.0,0.0,Hredhaan Shere,Needs repair,2025-04-24,SCH0266
INSP01141,1.0,1.0,1.0,0.0,0.0,,,2025-09-23,SCH0018
INSP00934,1.0,1.0,1.0,1.0,0.0,Nitesh Varughese,Toilets locked,2026-01-24,SCH0156
INSP00929,1.0,0.0,,,0.0,Noah Deol,No remarks,2025-04-01,SCH0534
INSP00824,1.0,1.0,1.0,,,Harsh Konda,Average,2025-11-17,SCH0427
INSP01532,1.0,1.0,1.0,1.0,1.0,Bakhshi Butala,Toilets locked,2025-12-05,SCH0003
INSP01215,0.0,1.0,0.0,1.0,0.0,Jason Gill,Average,2025-06-28,SCH0143
INSP00505,0.0,1.0,1.0,1.0,0.0,Ekavir Tara,,2026-02-25,SCH0109
INSP02396,0.0,1.0,1.0,0.0,0.0,Alka Dua,Needs repair,2025-12-09,SCH0579
INSP01997,1.0,1.0,1.0,1.0,,,Needs repair,2025-06-14,SCH0142
INSP02435,1.0,,1.0,0.0,1.0,,Average,2025-04-17,SCH0249
INSP01959,0.0,0.0,1.0,1.0,1.0,Hredhaan Madan,Good condition,2025-05-22,SCH0567
INSP01385,1.0,1.0,1.0,1.0,0.0,Shravya Aggarwal,No remarks,2025-11-18,SCH0212
INSP00895,1.0,1.0,1.0,0.0,0.0,Vasana Chaudhuri,No remarks,2026-01-17,SCH0204
INSP00829,1.0,1.0,0.0,1.0,1.0,Amara Choudhry,Good condition,2025-11-14,SCH0086
INSP02524,1.0,1.0,1.0,1.0,0.0,Harrison Bhatnagar,Good condition,2025-04-23,SCH0558
INSP01684,1.0,1.0,1.0,0.0,1.0,Ekalinga Sachdeva,,2025-09-19,SCH0248
INSP02707,1.0,1.0,1.0,1.0,,Aarush Agate,Toilets locked,2025-12-03,SCH0472
INSP02643,1.0,1.0,1.0,1.0,1.0,Samuel Dugar,Needs repair,2025-07-31,SCH0183
INSP00653,1.0,1.0,0.0,0.0,0.0,Aarini Narasimhan,,2026-02-07,SCH0572
INSP00173,1.0,1.0,1.0,1.0,,,Good condition,2025-06-07,SCH0151
INSP00039,0.0,1.0,,1.0,1.0,Ikshita Lanka,Needs repair,2025-09-18,SCH0246
INSP00714,1.0,1.0,1.0,,1.0,Anamika Borde,No remarks,2026-01-24,SCH0147
INSP00091,1.0,1.0,0.0,1.0,1.0,Triveni Rao,Average,2026-01-06,SCH0496
INSP01206,1.0,1.0,1.0,1.0,0.0,,No remarks,2025-07-17,SCH0278
INSP02603,1.0,0.0,1.0,1.0,1.0,Qushi Merchant,Needs repair,2025-09-15,SCH0203
INSP02718,1.0,1.0,,1.0,0.0,Manan Joshi,Good condition,2026-02-20,SCH0318
INSP01828,1.0,1.0,1.0,1.0,0.0,,Average,2026-01-25,SCH0586
INSP01156,1.0,1.0,0.0,0.0,0.0,Logan Kuruvilla,Needs repair,2025-03-08,SCH0214
INSP01325,1.0,1.0,1.0,1.0,0.0,Isaac Prabhakar,Average,2026-03-13,SCH0278
INSP00217,1.0,1.0,1.0,1.0,0.0,Ekani Sahni,No remarks,2026-02-18,SCH0082
INSP00511,0.0,1.0,0.0,0.0,0.0,Turvi Sundaram,Toilets locked,2026-01-20,SCH0265
INSP01681,1.0,1.0,0.0,1.0,0.0,Anjali Dua,Good condition,2025-07-10,SCH0037
INSP00500,,1.0,0.0,1.0,1.0,Ekta Pandey,,2025-08-23,SCH0062
INSP02609,1.0,,0.0,1.0,0.0,Manbir Sood,No remarks,2025-10-09,SCH0057
INSP01857,0.0,1.0,1.0,0.0,1.0,Amol Dutta,Needs repair,2025-04-11,SCH0436
INSP01389,1.0,1.0,1.0,,1.0,Omaja Bal,No remarks,2025-05-26,SCH0306
INSP01520,0.0,1.0,1.0,0.0,0.0,,Toilets locked,2025-04-23,SCH0498
INSP02387,1.0,1.0,0.0,1.0,0.0,Unni Chauhan,Needs repair,2025-11-07,SCH0062
INSP02861,1.0,1.0,0.0,1.0,1.0,Vrishti Goel,Toilets locked,2025-08-16,SCH0016
INSP02077,,0.0,1.0,1.0,0.0,David Patel,Average,2025-07-17,SCH0077
INSP01541,0.0,,1.0,1.0,1.0,Yagnesh Buch,Average,2026-01-23,SCH0123
INSP01218,1.0,1.0,1.0,1.0,0.0,Priya Sen,,2025-12-12,SCH0433
INSP01417,1.0,1.0,1.0,1.0,,Reyansh Tara,Needs repair,2025-07-19,SCH0094
INSP02218,1.0,1.0,1.0,1.0,1.0,Yashodhara Gopal,Average,2026-01-26,SCH0013
INSP02650,1.0,1.0,1.0,,0.0,Nicholas Garg,Toilets locked,2025-11-04,SCH0582
INSP01677,1.0,1.0,1.0,0.0,1.0,Tanvi Kannan,Average,2025-10-19,SCH0599
INSP01198,1.0,1.0,,0.0,0.0,Panini Narang,Needs repair,2025-04-28,SCH0322
INSP01543,1.0,,1.0,0.0,0.0,Vritti Bassi,Average,2025-04-23,SCH0365
INSP02540,1.0,1.0,1.0,1.0,1.0,Hemal Jain,Good condition,2025-06-22,SCH0230
INSP00954,1.0,1.0,1.0,0.0,,Vritti Tara,Average,2025-10-30,SCH0158
INSP00751,0.0,1.0,1.0,,1.0,Lohit Karpe,Needs repair,2025-08-23,SCH0538
INSP00235,,1.0,,,,Isha Devan,Toilets locked,2025-10-04,SCH0222
INSP00733,1.0,1.0,1.0,0.0,0.0,Anamika Srivastava,No remarks,2025-04-04,SCH0235
INSP01157,1.0,1.0,0.0,1.0,1.0,Wishi Bhardwaj,Good condition,2025-11-08,SCH0361
INSP02706,0.0,1.0,1.0,0.0,1.0,Yoshita Jani,Good condition,2026-02-28,SCH0450
INSP02446,1.0,0.0,1.0,1.0,1.0,Urmi Thakur,Toilets locked,2025-01-05,SCH0338
INSP01210,0.0,1.0,1.0,1.0,1.0,,Good condition,2026-02-04,SCH0287
INSP01066,1.0,1.0,1.0,0.0,0.0,Zarna Oommen,Needs repair,2025-10-16,SCH0334
INSP02157,1.0,1.0,0.0,1.0,0.0,Samaksh Pant,Toilets locked,2026-01-25,SCH0488
INSP01063,1.0,0.0,1.0,,1.0,Siddharth Divan,No remarks,2025-05-30,SCH0554
INSP01168,0.0,1.0,1.0,1.0,1.0,Ranveer Yohannan,Average,2025-10-11,SCH0442
INSP01493,1.0,1.0,1.0,1.0,1.0,Chaitanya Chand,Average,2025-04-12,SCH0330
INSP00885,,1.0,1.0,0.0,0.0,,Good condition,2025-11-12,SCH0531
INSP00144,1.0,1.0,0.0,0.0,1.0,Brijesh Yadav,Toilets locked,2025-05-22,SCH0229
INSP00851,,1.0,1.0,,1.0,Devansh Sanghvi,,2026-01-17,SCH0412
INSP00718,1.0,1.0,1.0,1.0,,,No remarks,2025-09-09,SCH0555
INSP02985,1.0,1.0,1.0,0.0,0.0,Adya Vasa,Average,2025-04-12,SCH0271
INSP02503,0.0,1.0,1.0,1.0,1.0,Lavanya Talwar,No remarks,2025-08-06,SCH0196
INSP00265,1.0,,,1.0,0.0,Chavvi Upadhyay,No remarks,2025-06-13,SCH0321
INSP00076,1.0,1.0,1.0,1.0,0.0,Girik Venkatesh,,2026-01-22,SCH0330
INSP02493,1.0,0.0,1.0,1.0,1.0,Meghana Sehgal,No remarks,2025-11-16,SCH0339
INSP00396,1.0,1.0,0.0,0.0,1.0,Chandran Solanki,,2025-10-19,SCH0593
INSP02678,1.0,1.0,1.0,0.0,1.0,Fariq Dixit,No remarks,2025-11-19,SCH0451
INSP02225,0.0,1.0,1.0,0.0,0.0,Falguni Ramanathan,Toilets locked,2025-10-18,SCH0263
INSP02942,0.0,0.0,1.0,,0.0,Yash Bhakta,Average,2025-07-02,SCH0254
INSP00397,1.0,1.0,,0.0,0.0,Gaurang Soni,Toilets locked,2025-08-28,SCH0572
INSP01366,1.0,0.0,0.0,0.0,,,Needs repair,2025-07-14,SCH0012
INSP02631,0.0,1.0,1.0,1.0,,Ayushman Apte,Toilets locked,2026-03-04,SCH0527
INSP01904,0.0,1.0,,1.0,0.0,Chaman Hans,Needs repair,2026-02-14,SCH0289
INSP00596,1.0,0.0,1.0,1.0,0.0,Sanya Bhargava,No remarks,2025-12-14,SCH0055
INSP02110,1.0,1.0,1.0,0.0,0.0,Jagdish Kothari,Good condition,2025-10-07,SCH0565
INSP01297,1.0,1.0,1.0,1.0,0.0,Krish Chaudry,Toilets locked,2025-08-02,SCH0020
INSP01822,0.0,1.0,1.0,0.0,1.0,Tanmayi Sridhar,Toilets locked,2025-05-05,SCH0073
INSP00873,1.0,1.0,1.0,1.0,0.0,Vrinda Halder,No remarks,2025-09-09,SCH0507
INSP02327,1.0,,1.0,1.0,1.0,,Good condition,2025-11-04,SCH0273
INSP01549,1.0,1.0,1.0,0.0,0.0,Pranav Tata,Needs repair,2025-06-09,SCH0328
INSP00037,0.0,0.0,1.0,1.0,1.0,Forum Tata,No remarks,2025-06-27,SCH0369
INSP02658,1.0,1.0,1.0,1.0,0.0,Nathan Jain,Good condition,2026-03-13,SCH0515
INSP02144,1.0,1.0,1.0,1.0,0.0,Krishna Munshi,Needs repair,2025-06-10,SCH0315
INSP02689,1.0,1.0,0.0,1.0,1.0,,,2026-02-11,SCH0028
INSP00978,1.0,1.0,1.0,1.0,1.0,Sai Prasad,No remarks,2026-03-10,SCH0041
INSP01572,0.0,1.0,1.0,0.0,0.0,Lucky Khurana,No remarks,2025-05-31,SCH0442
INSP01123,1.0,1.0,1.0,0.0,1.0,Omaja Shanker,Average,2025-04-16,SCH0003
INSP02240,1.0,1.0,1.0,1.0,0.0,Prisha Raghavan,Good condition,2025-04-28,SCH0160
INSP02505,0.0,1.0,1.0,1.0,1.0,Oliver Goda,Good condition,2025-12-16,SCH0461
INSP01893,1.0,1.0,1.0,,,Yash Singh,Average,2026-02-28,SCH0560
INSP00676,,1.0,0.0,1.0,0.0,Sudiksha Thaker,Average,2025-09-11,SCH0514
INSP00729,1.0,1.0,1.0,1.0,1.0,Yashasvi Parsa,No remarks,2026-02-09,SCH0555
INSP00413,0.0,1.0,1.0,1.0,0.0,,Average,2025-04-21,SCH0468
INSP01517,1.0,1.0,0.0,0.0,1.0,Lohit Shenoy,Needs repair,2025-10-11,SCH0208
INSP01650,1.0,1.0,0.0,0.0,1.0,Ria Dyal,Toilets locked,2025-07-19,SCH0566
INSP00826,,1.0,1.0,0.0,1.0,Upasna Badal,Average,2026-02-10,SCH0062
INSP00617,0.0,1.0,1.0,1.0,0.0,Peter Gulati,No remarks,2025-08-29,SCH0474
INSP00115,0.0,1.0,1.0,1.0,1.0,Wriddhish Shere,Toilets locked,2026-01-19,SCH0070
INSP00418,1.0,1.0,1.0,1.0,1.0,,,2026-02-17,SCH0265
INSP01626,1.0,1.0,,1.0,1.0,Harish Pathak,Good condition,2025-05-16,SCH0196
INSP00090,1.0,0.0,1.0,0.0,1.0,Nidra Goswami,Toilets locked,2026-02-13,SCH0175
INSP02083,1.0,1.0,0.0,0.0,0.0,Januja Rajagopal,Toilets locked,2025-06-11,SCH0441
INSP00754,0.0,,1.0,0.0,0.0,,,2025-11-17,SCH0437
INSP02547,1.0,1.0,1.0,0.0,0.0,Anjali Handa,Toilets locked,2025-09-25,SCH0331
INSP01631,1.0,0.0,1.0,,0.0,Abeer Vora,Good condition,2025-06-16,SCH0016
INSP00012,1.0,0.0,1.0,1.0,0.0,Pavani Nair,Toilets locked,2025-10-18,SCH0202
INSP02445,1.0,1.0,1.0,0.0,1.0,Omisha Konda,Good condition,2025-04-16,SCH0533
INSP00285,0.0,1.0,1.0,1.0,1.0,Gauri Gill,Good condition,2025-09-20,SCH0327
INSP01067,1.0,1.0,0.0,1.0,0.0,Bhavna Modi,Needs repair,2026-02-26,SCH0080
INSP01192,1.0,1.0,1.0,1.0,0.0,,No remarks,2025-06-16,SCH0600
INSP01441,1.0,1.0,1.0,,,Harsh Vohra,Needs repair,2025-06-06,SCH0133
INSP02944,1.0,1.0,1.0,1.0,1.0,Chanakya Wagle,Needs repair,2025-12-26,SCH0334
INSP02943,1.0,1.0,1.0,0.0,1.0,Ranveer Mani,Toilets locked,2026-02-15,SCH0206
INSP02850,1.0,1.0,1.0,1.0,,Jeremiah Buch,Average,2025-10-13,SCH0204
INSP01569,1.0,1.0,0.0,1.0,0.0,,,2025-10-20,SCH0189
INSP02428,0.0,1.0,1.0,1.0,0.0,Dayamai Yadav,Needs repair,2026-10-01,SCH0254
INSP02710,0.0,1.0,1.0,0.0,1.0,Alka Mani,Toilets locked,2025-09-10,SCH0447
INSP01688,1.0,0.0,1.0,0.0,1.0,Mason Bahl,Average,2025-07-29,SCH0466
INSP00852,0.0,1.0,1.0,1.0,0.0,Triveni Bhagat,Toilets locked,2025-09-05,SCH0435
INSP02208,0.0,1.0,1.0,0.0,1.0,Dev Char,Needs repair,2025-04-05,SCH0390
INSP00896,1.0,1.0,1.0,1.0,0.0,Advaith Grewal,Needs repair,2025-06-22,SCH0132
INSP00497,0.0,1.0,1.0,1.0,0.0,,Needs repair,2025-12-22,SCH0510
INSP02306,1.0,1.0,0.0,0.0,0.0,Mason Lal,Average,2025-12-17,SCH0100
INSP01783,1.0,1.0,0.0,1.0,0.0,Bishakha Narain,No remarks,2025-05-20,SCH0474
INSP00336,1.0,1.0,1.0,0.0,0.0,Dayita Sibal,Toilets locked,2025-08-24,SCH0132
INSP00516,1.0,1.0,1.0,1.0,0.0,Nimrat Chada,,2025-05-10,SCH0197
INSP01349,1.0,0.0,1.0,0.0,0.0,Abhiram Radhakrishnan,No remarks,2025-06-30,SCH0249
INSP01016,1.0,1.0,1.0,1.0,0.0,Joshua Bali,Good condition,2025-07-20,SCH0029
INSP02951,1.0,1.0,0.0,0.0,0.0,Abhimanyu Srivastava,Good condition,2025-05-04,SCH0061
INSP01782,1.0,1.0,1.0,1.0,1.0,Siddharth Sarin,,2025-10-04,SCH0100
INSP02570,1.0,0.0,1.0,0.0,1.0,Kalpit Bava,Needs repair,2026-03-22,SCH0028
INSP01786,1.0,,1.0,1.0,1.0,Pahal Venkataraman,Average,2025-11-27,SCH0166
INSP02071,1.0,1.0,1.0,1.0,1.0,Vrinda Parmar,Toilets locked,2025-10-30,SCH0396
INSP00357,1.0,1.0,1.0,0.0,0.0,Yashvi Bhat,No remarks,2025-05-16,SCH0010
INSP02995,1.0,1.0,1.0,1.0,0.0,Zilmil Contractor,,2025-06-21,SCH0598
INSP01313,0.0,0.0,1.0,1.0,0.0,William Pall,Toilets locked,2025-09-24,SCH0600
INSP01636,,1.0,1.0,1.0,1.0,Reva Venkatesh,Toilets locked,2026-02-27,SCH0187
INSP00551,0.0,1.0,1.0,1.0,0.0,Vinaya Shukla,Good condition,2025-04-09,SCH0036
INSP02389,1.0,,1.0,1.0,1.0,Wishi Baral,No remarks,2025-07-06,SCH0273
INSP02480,1.0,1.0,1.0,0.0,0.0,Kamya Swamy,Average,2025-12-18,SCH0055
INSP02522,0.0,1.0,1.0,0.0,1.0,Keya Karnik,,2025-04-18,SCH0393
INSP02266,1.0,1.0,1.0,1.0,1.0,,No remarks,2025-12-21,SCH0089
INSP01228,0.0,,1.0,0.0,1.0,,Average,2025-11-05,SCH0142
INSP02818,1.0,1.0,1.0,1.0,1.0,Rayaan Nori,Average,2026-03-25,SCH0585
INSP00958,1.0,1.0,0.0,1.0,0.0,Veer Andra,Good condition,2026-02-28,SCH0125
INSP01774,0.0,0.0,1.0,1.0,0.0,Irya Devan,No remarks,2026-01-26,SCH0004
INSP02142,1.0,1.0,1.0,0.0,0.0,Gauri Sangha,No remarks,2025-05-25,SCH0089
INSP01009,0.0,1.0,1.0,1.0,1.0,,Needs repair,2025-10-13,SCH0106
INSP01093,1.0,1.0,1.0,1.0,1.0,,Good condition,2026-02-27,SCH0073
INSP02907,1.0,0.0,,1.0,0.0,Dominic Dua,Average,2025-09-07,SCH0288
INSP00997,1.0,1.0,1.0,1.0,0.0,Wriddhish Jaggi,Toilets locked,2025-06-14,SCH0599
INSP01680,1.0,1.0,1.0,0.0,0.0,Mohini Choudhury,Good condition,2025-07-06,SCH0107
INSP00154,,0.0,1.0,0.0,0.0,Ladli Dora,Toilets locked,2025-01-06,SCH0260
INSP02925,0.0,1.0,0.0,1.0,0.0,Aarav Chad,Good condition,2025-06-04,SCH0296
INSP00581,,1.0,1.0,1.0,1.0,Patrick Ramakrishnan,Toilets locked,2025-10-31,SCH0326
INSP01471,1.0,1.0,1.0,1.0,1.0,Dayamai Swamy,Good condition,2025-04-13,SCH0539
INSP00704,0.0,1.0,1.0,0.0,0.0,Akshay Choudhry,Needs repair,2025-08-29,SCH0056
INSP01213,1.0,1.0,1.0,,1.0,Jhalak Chawla,Needs repair,2025-07-13,SCH0464
INSP00897,1.0,1.0,1.0,1.0,0.0,,,2026-01-27,SCH0202
INSP00488,1.0,1.0,1.0,,1.0,,Toilets locked,2025-07-28,SCH0254
INSP00560,0.0,1.0,1.0,1.0,0.0,Atharv Krish,Toilets locked,2025-04-05,SCH0005
INSP01142,1.0,1.0,1.0,1.0,1.0,Samesh Korpal,Good condition,2025-01-08,SCH0523
INSP01120,1.0,1.0,1.0,0.0,0.0,Eesha Sarkar,Needs repair,2025-11-30,SCH0371
INSP00513,1.0,1.0,1.0,0.0,0.0,Faqid Mittal,,2025-05-30,SCH0317
INSP00634,1.0,0.0,1.0,0.0,,Rushil Datta,Toilets locked,2025-05-23,SCH0551
INSP02717,1.0,0.0,1.0,0.0,1.0,Jagrati Sarna,Average,2025-05-11,SCH0132
INSP01665,1.0,1.0,1.0,1.0,1.0,Owen Lall,Needs repair,2025-12-05,SCH0010
INSP01013,,1.0,1.0,0.0,,Chakrika Gole,Good condition,2025-09-15,SCH0091
INSP01932,1.0,1.0,1.0,1.0,1.0,Amruta Sankar,Average,2025-11-23,SCH0076
INSP01151,1.0,1.0,1.0,1.0,,Zansi Sarin,Toilets locked,2026-01-17,SCH0539
INSP02948,0.0,1.0,1.0,0.0,,Isaiah Bava,Toilets locked,2025-03-09,SCH0021
INSP00117,0.0,1.0,,0.0,0.0,Vritti Bahri,Needs repair,2026-02-19,SCH0532
INSP00741,1.0,1.0,1.0,0.0,1.0,Zinal Majumdar,Toilets locked,2025-06-29,SCH0568
INSP02904,1.0,1.0,1.0,0.0,1.0,Caleb Sha,Toilets locked,2025-04-21,SCH0451
INSP01975,1.0,1.0,1.0,0.0,0.0,Advik De,Average,2025-10-01,SCH0497
INSP01082,1.0,1.0,0.0,1.0,1.0,George Bandi,Needs repair,2025-11-27,SCH0108
INSP01811,0.0,1.0,0.0,0.0,1.0,Elijah Kapoor,No remarks,2026-01-30,SCH0260
INSP00831,,1.0,1.0,1.0,0.0,Zaid Gour,,2025-06-23,SCH0206
INSP00120,1.0,1.0,,0.0,1.0,Triveni Kara,Good condition,2025-06-23,SCH0416
INSP00657,1.0,0.0,1.0,1.0,1.0,Parth Dewan,Average,2026-02-21,SCH0022
INSP02873,1.0,1.0,1.0,0.0,0.0,Anay Boase,Good condition,2026-01-12,SCH0360
INSP02830,0.0,0.0,1.0,0.0,1.0,Vidhi Madan,Average,2026-07-02,SCH0494
INSP00636,1.0,0.0,1.0,,0.0,Adweta Jaggi,Good condition,2026-01-20,SCH0086
INSP00370,0.0,0.0,1.0,0.0,1.0,Vasatika Rana,Average,2025-09-18,SCH0403
INSP00269,1.0,1.0,1.0,1.0,0.0,Zashil Rout,Toilets locked,2025-08-23,SCH0481
INSP02704,1.0,1.0,1.0,1.0,,Manthan Peri,,2025-04-06,SCH0466
INSP00047,0.0,1.0,1.0,0.0,,Vritti More,Good condition,2025-10-07,SCH0354
INSP00992,1.0,0.0,1.0,1.0,1.0,Vasana Shanker,,2025-07-18,SCH0593
INSP00877,1.0,0.0,1.0,0.0,0.0,Nirja Mutti,Toilets locked,2025-04-05,SCH0114
INSP00774,1.0,0.0,1.0,0.0,1.0,Chaaya Bose,Needs repair,2025-10-05,SCH0077
INSP01220,1.0,1.0,1.0,0.0,1.0,Fiyaz Brar,Average,2026-03-15,SCH0068
INSP01127,0.0,0.0,1.0,0.0,1.0,,Good condition,2026-01-26,SCH0283
INSP00005,1.0,1.0,1.0,,0.0,Darpan Dani,Average,2025-06-17,SCH0123
INSP01596,1.0,1.0,0.0,1.0,0.0,Tanmayi Toor,Needs repair,2026-01-28,SCH0199
INSP02312,1.0,1.0,1.0,0.0,1.0,Tanvi Dass,No remarks,2025-07-31,SCH0431
INSP02492,0.0,1.0,0.0,0.0,0.0,Quincy Goel,Average,2025-07-06,SCH0495
INSP01078,1.0,1.0,,0.0,1.0,,Average,2025-12-10,SCH0135
INSP00838,0.0,1.0,0.0,1.0,0.0,Eesha Boase,Average,2025-03-11,SCH0233
INSP00682,1.0,1.0,1.0,0.0,1.0,Samuel Bassi,Needs repair,2025-06-22,SCH0445
INSP01716,1.0,1.0,1.0,1.0,1.0,Urishilla Chandran,Average,2025-04-24,SCH0429
INSP02353,1.0,1.0,1.0,1.0,0.0,Amrita Walla,Average,2025-10-05,SCH0329
INSP02618,0.0,1.0,0.0,1.0,1.0,Vedant Sandhu,Good condition,2025-12-14,SCH0063
INSP02362,1.0,1.0,1.0,1.0,,Harshil Tella,Average,2025-08-11,SCH0366
INSP02198,1.0,1.0,1.0,0.0,0.0,Tarak Palla,,2026-01-22,SCH0586
INSP01149,,1.0,1.0,1.0,1.0,Yachana Nagy,Good condition,2025-10-16,SCH0501
INSP00575,1.0,1.0,0.0,0.0,1.0,Tanay Misra,,2025-03-08,SCH0077
INSP00051,1.0,1.0,1.0,1.0,0.0,Noah Behl,Average,2025-11-01,SCH0243
