procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM009970,2025-07-19,SCH0083,sharma & sons,Rice,33.9,KG,2112.0,Cleared
MDM007157,2026-01-02,SCH0447,goyal enterprises,cooking oil,33.9,KG,1596.0,Pending
MDM007852,2025-05-01,SCH0046,sharma & sons,Lentils,33.9,KG,1170.0,Paid
MDM001349,2025-07-13,SCH0130,Kumar General Store,Rice,33.9,KG,948.0,Paid
MDM000661,2026-01-01,SCH0161,goyal mill,Rice,33.9,KG,1794.0,Pending
MDM001493,2025-05-31,SCH0542,Sharma Traders,Rice,33.9,KG,1836.0,Paid
MDM010535,2025-07-15,SCH0303,goyal enterprises,Rice,33.9,KG,1794.0,Due
MDM005155,2025-04-25,SCH0451,sharma & sons,Rice,33.9,KG,1794.0,Pending
MDM011842,2025-05-26,SCH0197,Goyal Rice Mill,Wheat,18.1,KG,543.0,Pending
MDM009278,2025-09-13,SCH0567,Singh Brothers,oil,19.4,KG,1794.0,Pending
MDM002525,2026-01-11,SCH0334,singh agro,Rice,33.9,KG,1794.0,Paid
MDM011125,2025-07-11,SCH0240,Kumar Supplies,mustard oil,33.9,KG,1794.0,Pending
MDM010497,2025-07-04,SCH0536,kumar & co.,Lentils,33.9,KG,1728.0,Paid
MDM005375,2025-07-15,SCH0092,Kumar Supplies,atta,33.9,KG,1137.0,Cleared
MDM003199,2025-06-18,SCH0447,goyal enterprises,mustard oil,33.9,KG,4452.0,Paid
MDM005718,2025-04-08,SCH0312,Singh Brothers,Pulses,33.9,KG,1794.0,Pending
MDM009419,2026-02-23,SCH0047,Kumar Supplies,oil,33.9,KG,6456.0,Paid
MDM011236,2025-06-30,SCH0562,Sharma Traders,Wheat,33.9,KG,657.0,Paid
MDM010160,2025-04-15,SCH0461,Sharma Traders,Pulses,33.9,KG,4806.0,Cleared
MDM008260,2025-10-04,SCH0357,Sharma Traders,Rice,33.9,KG,1992.0,Cleared
MDM009938,2025-09-06,SCH0550,Singh Brothers,mustard oil,33.9,KG,4332.0,Paid
MDM000041,2026-03-05,SCH0302,kumar & co.,cooking oil,33.9,KG,3216.0,Due
MDM011539,2025-06-15,SCH0093,Singh Brothers,Wheat,33.9,KG,1794.0,Pending
MDM006817,2026-01-12,SCH0264,goyal mill,Rice,33.9,KG,1794.0,Cleared
MDM011347,2025-04-12,SCH0494,singh agro,Rice,33.9,KG,592.0,Pending
MDM010086,2025-05-02,SCH0394,goyal enterprises,Lentils,33.9,KG,1737.0,Paid
MDM002724,2026-01-19,SCH0491,Goyal Rice Mill,atta,33.9,KG,1794.0,Cleared
MDM011346,2025-07-18,SCH0527,Goyal Rice Mill,Lentils,21.6,KG,1944.0,Pending
MDM010595,2025-12-02,SCH0136,goyal mill,sarson tel,33.9,KG,3372.0,Paid
MDM009336,2025-06-30,SCH0326,goyal mill,Rice,33.9,KG,1936.0,Due
MDM007156,2026-02-25,SCH0097,goyal enterprises,oil,33.9,KG,5724.0,Paid
MDM009501,2025-05-19,SCH0505,s. agro works,Rice,33.9,KG,508.0,Paid
MDM011391,2025-04-22,SCH0472,goyal mill,Lentils,33.9,KG,2421.0,Paid
MDM007231,2026-03-09,SCH0309,singh agro,oil,33.9,KG,1788.0,Due
MDM005076,2025-07-13,SCH0215,Kumar Supplies,Wheat,33.9,KG,1794.0,Paid
MDM007881,2025-08-13,SCH0499,goyal enterprises,Lentils,33.9,KG,1332.0,Due
MDM005395,2025-05-19,SCH0083,s. agro works,Rice,33.9,KG,2168.0,Due
MDM010566,2025-12-23,SCH0318,goyal enterprises,atta,33.9,KG,819.0,Pending
MDM007790,2025-12-05,SCH0045,goyal mill,atta,33.9,KG,1437.0,Pending
MDM011537,2025-10-31,SCH0109,Sharma Traders,atta,33.9,KG,1794.0,Pending
MDM004089,2026-03-30,SCH0284,sharma & sons,Lentils,33.9,KG,4059.0,Paid
MDM001968,2026-03-17,SCH0461,Sharma Traders,Wheat,33.9,KG,1794.0,Paid
MDM011098,2025-04-27,SCH0176,Sharma Traders,Wheat,33.9,KG,1794.0,Paid
MDM010876,2025-08-02,SCH0466,Sharma Traders,Wheat,33.9,KG,1209.0,Due
MDM011856,2025-08-31,SCH0034,Kumar General Store,mustard oil,13.9,KG,1668.0,Pending
MDM007000,2025-09-06,SCH0399,Kumar Supplies,Wheat,33.9,KG,408.0,Paid
MDM000424,2025-04-14,SCH0068,Kumar Supplies,Wheat,57.6,KG,1728.0,Paid
MDM011447,2025-08-04,SCH0091,Kumar General Store,Pulses,33.9,KG,4626.0,Due
MDM011746,2026-02-19,SCH0544,Sharma Traders,Rice,33.9,KG,1928.0,Pending
MDM010597,2025-09-13,SCH0220,Goyal Rice Mill,mustard oil,14.9,KG,1788.0,Due
MDM006143,2025-09-03,SCH0247,Singh Brothers,Wheat,33.9,KG,1794.0,Due
MDM005662,2026-02-04,SCH0081,Sharma Traders,cooking oil,33.9,KG,2112.0,Pending
MDM009032,2026-01-07,SCH0394,goyal enterprises,mustard oil,33.9,KG,1794.0,Pending
MDM004597,2025-07-29,SCH0571,Kumar Supplies,sarson tel,33.9,KG,6684.0,Paid
MDM002660,2025-11-13,SCH0578,Sharma Traders,oil,33.9,KG,6936.0,Paid
MDM000142,2025-05-03,SCH0138,Kumar Supplies,oil,33.9,KG,4812.0,Pending
MDM002598,2026-01-12,SCH0415,Goyal Rice Mill,atta,33.9,KG,1794.0,Cleared
MDM006702,2026-07-01,SCH0351,goyal mill,sarson tel,33.9,KG,6180.0,Paid
MDM001378,2025-07-29,SCH0085,kumar & co.,cooking oil,14.8,KG,1776.0,Paid
MDM003675,2025-04-06,SCH0231,kumar & co.,Lentils,33.9,KG,1794.0,Paid
MDM006363,2025-04-06,SCH0506,s. agro works,Lentils,33.9,KG,972.0,Pending
MDM011568,2025-11-25,SCH0449,Kumar Supplies,Rice,33.9,KG,1992.0,Paid
MDM004742,2025-09-07,SCH0359,kumar & co.,atta,33.9,KG,1356.0,Paid
MDM001139,2025-09-04,SCH0368,goyal mill,Lentils,33.9,KG,3132.0,Paid
MDM007375,2025-06-15,SCH0357,sharma & sons,Rice,33.9,KG,1072.0,Pending
MDM001788,2026-03-09,SCH0355,Goyal Rice Mill,oil,33.9,KG,2040.0,Paid
MDM009925,2026-01-31,SCH0377,goyal mill,Lentils,33.9,KG,2259.0,Paid
MDM004647,2025-07-09,SCH0254,Sharma Traders,Rice,33.9,KG,1932.0,Cleared
MDM007569,2025-05-06,SCH0370,Kumar Supplies,sarson tel,33.9,KG,6264.0,Pending
MDM000460,2026-01-20,SCH0580,sharma & sons,Rice,33.9,KG,1794.0,Pending
MDM006116,2025-05-24,SCH0150,s. agro works,Lentils,33.9,KG,1794.0,Pending
MDM008180,2026-03-27,SCH0383,Sharma Traders,oil,33.9,KG,1794.0,Cleared
MDM000949,2025-08-12,SCH0090,Sharma Traders,Wheat,33.9,KG,1794.0,Paid
MDM006371,2026-02-13,SCH0481,sharma & sons,mustard oil,33.9,KG,3924.0,Paid
MDM004629,2025-04-14,SCH0132,s. agro works,Rice,33.9,KG,1794.0,Paid
MDM007359,2026-01-25,SCH0043,Goyal Rice Mill,Rice,33.9,KG,1794.0,Paid
MDM005926,2025-05-28,SCH0163,Goyal Rice Mill,cooking oil,33.9,KG,5784.0,Pending
MDM006041,2026-02-08,SCH0358,singh agro,Rice,33.9,KG,1148.0,Paid
MDM000442,2025-05-21,SCH0428,goyal mill,Rice,33.9,KG,2364.0,Pending
MDM006660,2025-11-13,SCH0410,goyal enterprises,Rice,33.9,KG,776.0,Paid
MDM008832,2026-01-03,SCH0330,s. agro works,sarson tel,33.9,KG,4728.0,Pending
MDM009047,2026-01-14,SCH0223,goyal enterprises,Wheat,33.9,KG,1794.0,Paid
MDM003831,2025-07-26,SCH0188,Singh Brothers,Wheat,33.9,KG,1191.0,Paid
MDM011607,2025-06-11,SCH0178,goyal mill,sarson tel,33.9,KG,5532.0,Paid
MDM006145,2025-05-21,SCH0419,s. agro works,Lentils,48.3,KG,4347.0,Paid
MDM011174,2026-02-09,SCH0519,Sharma Traders,atta,33.9,KG,1776.0,Due
MDM006345,2025-06-13,SCH0261,Goyal Rice Mill,Wheat,26.4,KG,792.0,Cleared
MDM001959,2025-10-08,SCH0341,goyal mill,Rice,33.9,KG,1794.0,Cleared
MDM009263,2026-02-08,SCH0230,sharma & sons,mustard oil,33.9,KG,1284.0,Due
MDM000156,2025-09-18,SCH0286,Sharma Traders,Rice,33.9,KG,1676.0,Paid
MDM009849,2025-05-18,SCH0021,goyal enterprises,oil,33.9,KG,4500.0,Pending
MDM004579,2025-12-06,SCH0121,goyal enterprises,Wheat,33.9,KG,330.0,Paid
MDM001090,2025-08-28,SCH0007,sharma & sons,Pulses,27.8,KG,2502.0,Paid
MDM006050,2026-01-21,SCH0364,singh agro,Wheat,44.2,KG,1794.0,Pending
MDM011308,2025-05-14,SCH0459,Sharma Traders,Rice,33.9,KG,992.0,Due
MDM009123,2025-08-09,SCH0487,Goyal Rice Mill,Wheat,49.1,KG,1794.0,Cleared
MDM007951,2025-10-24,SCH0583,Sharma Traders,cooking oil,33.9,KG,1944.0,Pending
MDM001675,2025-06-11,SCH0366,Sharma Traders,Lentils,33.9,KG,4230.0,Pending
MDM006764,2025-12-23,SCH0265,Singh Brothers,Wheat,33.9,KG,1794.0,Paid
MDM010350,2025-10-24,SCH0176,kumar & co.,Pulses,33.9,KG,1794.0,Paid
MDM006417,2025-10-10,SCH0162,Sharma Traders,Pulses,33.9,KG,4716.0,Pending
MDM011819,2026-02-05,SCH0055,goyal mill,Pulses,33.9,KG,1794.0,Paid
MDM002327,2026-12-02,SCH0566,sharma & sons,mustard oil,33.9,KG,1794.0,Due
MDM007097,2026-01-29,SCH0348,singh agro,Rice,33.9,KG,1794.0,Pending
MDM009729,2025-11-16,SCH0122,goyal enterprises,oil,33.9,KG,2220.0,Pending
MDM006451,2026-01-13,SCH0123,sharma & sons,Lentils,33.9,KG,3924.0,Due
MDM001716,2025-06-13,SCH0504,Singh Brothers,Wheat,33.9,KG,1413.0,Pending
MDM009173,2025-04-21,SCH0074,Kumar General Store,sarson tel,55.0,KG,6600.0,Due
MDM008382,2025-08-12,SCH0361,kumar & co.,Wheat,33.9,KG,1794.0,Paid
MDM009434,2025-06-18,SCH0083,Sharma Traders,Wheat,33.9,KG,672.0,Pending
MDM003832,2026-02-26,SCH0411,Kumar General Store,oil,33.9,KG,3720.0,Paid
MDM006300,2026-01-21,SCH0259,Goyal Rice Mill,sarson tel,33.9,KG,2952.0,Paid
MDM003349,2025-06-27,SCH0120,Kumar General Store,Lentils,33.9,KG,2601.0,Due
MDM011761,2025-06-24,SCH0429,Kumar General Store,Lentils,33.9,KG,1794.0,Pending
MDM009178,2025-11-29,SCH0560,sharma & sons,Rice,33.9,KG,1304.0,Paid
MDM000588,2026-01-26,SCH0561,kumar & co.,Wheat,33.9,KG,1794.0,Pending
MDM009347,2025-07-23,SCH0556,goyal enterprises,Rice,33.9,KG,1794.0,Paid
MDM011765,2025-05-02,SCH0297,goyal enterprises,Pulses,33.9,KG,2889.0,Cleared
MDM002991,2025-06-13,SCH0380,singh agro,cooking oil,33.9,KG,6660.0,Pending
MDM011463,2025-10-23,SCH0521,sharma & sons,sarson tel,51.7,KG,6204.0,Due
MDM010146,2025-04-30,SCH0134,singh agro,Wheat,20.2,KG,606.0,Paid
MDM010956,2025-10-31,SCH0598,kumar & co.,Wheat,33.9,KG,336.0,Paid
MDM000265,2025-07-30,SCH0397,sharma & sons,oil,33.9,KG,1794.0,Paid
MDM009754,2025-10-18,SCH0500,s. agro works,atta,33.9,KG,1422.0,Due
MDM006789,2026-02-19,SCH0448,goyal enterprises,Wheat,33.9,KG,1794.0,Paid
MDM010518,2025-07-12,SCH0028,goyal enterprises,Rice,12.2,KG,488.0,Pending
MDM003865,2026-01-26,SCH0598,Sharma Traders,Wheat,33.9,KG,1794.0,Cleared
MDM006275,2026-01-01,SCH0576,kumar & co.,Wheat,33.9,KG,1758.0,Pending
MDM003712,2025-08-25,SCH0591,sharma & sons,atta,33.9,KG,600.0,Pending
MDM008439,2026-03-14,SCH0582,Sharma Traders,Wheat,33.9,KG,375.0,Cleared
MDM001530,2025-06-10,SCH0413,Goyal Rice Mill,sarson tel,33.9,KG,4896.0,Pending
MDM000924,2025-03-10,SCH0063,Goyal Rice Mill,Rice,33.9,KG,1848.0,Paid
MDM009713,2025-05-03,SCH0463,Goyal Rice Mill,Lentils,33.9,KG,1794.0,Cleared
MDM007330,2026-02-15,SCH0232,goyal enterprises,Lentils,33.9,KG,4527.0,Pending
MDM004365,2025-12-12,SCH0344,sharma & sons,Rice,33.9,KG,1764.0,Paid
MDM000670,2025-09-16,SCH0475,Sharma Traders,Rice,33.9,KG,860.0,Pending
MDM003605,2025-04-20,SCH0148,singh agro,Wheat,33.9,KG,561.0,Paid
MDM005109,2026-02-03,SCH0574,goyal enterprises,Rice,33.9,KG,1392.0,Due
MDM011119,2025-04-29,SCH0323,s. agro works,Rice,33.9,KG,1432.0,Cleared
MDM005249,2025-11-11,SCH0044,goyal mill,Rice,33.9,KG,1756.0,Paid
MDM007184,2025-04-17,SCH0167,Kumar Supplies,Lentils,33.9,KG,1794.0,Paid
MDM002592,2025-05-24,SCH0283,Goyal Rice Mill,Wheat,33.9,KG,1677.0,Pending
MDM005907,2026-02-12,SCH0084,goyal enterprises,sarson tel,33.9,KG,4608.0,Due
MDM006510,2025-10-21,SCH0491,Kumar General Store,Rice,33.9,KG,1794.0,Paid
MDM007134,2026-02-06,SCH0348,goyal enterprises,Lentils,26.7,KG,2403.0,Due
MDM002308,2025-10-23,SCH0426,sharma & sons,Wheat,33.9,KG,1545.0,Paid
MDM008805,2025-05-21,SCH0490,kumar & co.,Pulses,33.9,KG,1794.0,Due
MDM003691,2025-10-26,SCH0573,Goyal Rice Mill,Lentils,57.9,KG,5211.0,Pending
MDM000688,2025-12-13,SCH0118,Sharma Traders,Rice,33.9,KG,1794.0,Paid
MDM000613,2025-11-14,SCH0123,goyal enterprises,oil,33.9,KG,1794.0,Paid
MDM007168,2025-03-09,SCH0542,singh agro,Lentils,33.9,KG,3636.0,Pending
MDM009765,2026-03-28,SCH0288,Sharma Traders,Lentils,33.9,KG,1794.0,Due
MDM003201,2026-01-15,SCH0588,Sharma Traders,Wheat,33.9,KG,693.0,Cleared
MDM006630,2025-08-19,SCH0346,goyal enterprises,Lentils,33.9,KG,4545.0,Cleared
MDM004136,2026-03-02,SCH0335,Sharma Traders,Wheat,44.9,KG,1347.0,Paid
MDM001899,2025-10-18,SCH0342,sharma & sons,Lentils,33.9,KG,1368.0,Paid
MDM000283,2025-04-23,SCH0570,sharma & sons,Rice,41.7,KG,1668.0,Pending
MDM000259,2026-01-19,SCH0287,sharma & sons,Wheat,28.7,KG,861.0,Due
MDM011645,2025-07-07,SCH0553,singh agro,oil,33.9,KG,1872.0,Cleared
MDM004944,2025-12-31,SCH0061,goyal enterprises,sarson tel,31.6,KG,3792.0,Paid
MDM002823,2025-09-26,SCH0281,Kumar Supplies,Rice,33.9,KG,844.0,Pending
MDM003526,2025-10-07,SCH0448,kumar & co.,Lentils,20.1,KG,1809.0,Paid
MDM011937,2025-05-01,SCH0582,Singh Brothers,Rice,45.2,KG,1808.0,Cleared
MDM005224,2026-01-04,SCH0486,Kumar General Store,Rice,33.9,KG,1496.0,Pending
MDM002286,2026-03-11,SCH0571,Sharma Traders,Lentils,33.9,KG,1794.0,Cleared
MDM006064,2025-08-20,SCH0024,singh agro,Pulses,33.9,KG,1794.0,Due
MDM008079,2025-09-13,SCH0312,kumar & co.,atta,33.9,KG,603.0,Pending
MDM004655,2025-05-09,SCH0255,singh agro,oil,33.9,KG,1794.0,Cleared
MDM005001,2026-02-04,SCH0218,kumar & co.,mustard oil,33.9,KG,1794.0,Pending
MDM006711,2026-02-02,SCH0583,Kumar Supplies,oil,33.9,KG,4020.0,Pending
MDM011523,2025-07-17,SCH0023,Goyal Rice Mill,Wheat,33.9,KG,798.0,Paid
MDM008677,2026-01-26,SCH0439,Singh Brothers,oil,49.8,KG,1794.0,Paid
MDM005417,2025-07-20,SCH0038,Kumar General Store,oil,20.0,KG,2400.0,Paid
MDM000476,2025-10-10,SCH0591,goyal mill,cooking oil,25.0,KG,1794.0,Paid
MDM002556,2026-03-14,SCH0353,Goyal Rice Mill,Rice,33.9,KG,1794.0,Paid
MDM008088,2025-12-13,SCH0054,Kumar Supplies,Lentils,33.9,KG,1794.0,Cleared
MDM000008,2025-09-02,SCH0392,Kumar Supplies,Wheat,33.9,KG,1566.0,Cleared
MDM006412,2026-03-13,SCH0008,Singh Brothers,Rice,33.9,KG,764.0,Pending
MDM011317,2026-03-30,SCH0374,sharma & sons,oil,33.9,KG,1794.0,Paid
MDM011008,2025-08-12,SCH0134,goyal enterprises,Rice,33.9,KG,1260.0,Pending
MDM005547,2025-12-13,SCH0421,Sharma Traders,Lentils,33.9,KG,1794.0,Pending
MDM002427,2026-01-05,SCH0151,Singh Brothers,Lentils,33.9,KG,2889.0,Paid
MDM006745,2026-01-16,SCH0594,kumar & co.,Wheat,33.9,KG,1794.0,Paid
MDM011900,2026-02-01,SCH0590,s. agro works,Lentils,17.9,KG,1611.0,Due
MDM002275,2025-11-08,SCH0012,Goyal Rice Mill,Lentils,33.9,KG,4662.0,Paid
MDM009204,2026-02-18,SCH0497,Singh Brothers,Rice,33.9,KG,2148.0,Pending
MDM001578,2025-12-30,SCH0486,sharma & sons,Rice,20.1,KG,804.0,Cleared
MDM007265,2025-04-30,SCH0064,Singh Brothers,Wheat,33.9,KG,1794.0,Cleared
MDM009260,2026-01-14,SCH0534,Goyal Rice Mill,Wheat,33.9,KG,312.0,Paid
MDM003971,2025-10-03,SCH0501,s. agro works,Lentils,33.9,KG,962.0,Due
MDM005880,2025-09-22,SCH0552,goyal enterprises,Lentils,51.1,KG,4599.0,Paid
MDM010401,2025-04-21,SCH0007,Singh Brothers,Wheat,33.9,KG,1491.0,Paid
MDM011527,2025-10-27,SCH0593,kumar & co.,cooking oil,33.9,KG,1794.0,Pending
MDM007194,2025-04-09,SCH0119,Kumar Supplies,Wheat,33.9,KG,822.0,Due
MDM003868,2025-09-04,SCH0499,Goyal Rice Mill,sarson tel,33.9,KG,1794.0,Due
MDM011634,2025-06-24,SCH0472,Goyal Rice Mill,Rice,33.9,KG,1794.0,Paid
MDM006824,2025-07-28,SCH0254,Sharma Traders,Lentils,44.4,KG,1794.0,Pending
MDM007549,2026-03-13,SCH0245,s. agro works,Lentils,33.9,KG,5193.0,Pending
MDM000782,2025-06-04,SCH0344,Kumar General Store,Rice,33.9,KG,1794.0,Pending
MDM001750,2025-10-03,SCH0404,Kumar General Store,Lentils,33.9,KG,2988.0,Due
MDM006520,2025-09-10,SCH0555,Kumar Supplies,Rice,33.9,KG,1108.0,Pending
MDM005775,2025-06-05,SCH0389,singh agro,Rice,33.9,KG,1794.0,Pending
MDM009284,2025-07-17,SCH0380,Kumar Supplies,Rice,33.9,KG,1794.0,Paid
MDM009370,2026-01-30,SCH0412,s. agro works,Pulses,33.9,KG,954.0,Cleared
MDM002325,2025-11-12,SCH0493,Kumar Supplies,Rice,58.2,KG,2328.0,Paid
MDM005056,2025-08-20,SCH0090,Goyal Rice Mill,Wheat,33.9,KG,570.0,Pending
MDM011132,2026-02-06,SCH0341,singh agro,Wheat,33.9,KG,420.0,Pending
MDM001728,2025-10-20,SCH0185,goyal mill,Rice,33.9,KG,1794.0,Paid
MDM000611,2025-12-05,SCH0526,s. agro works,sarson tel,33.9,KG,1236.0,Cleared
MDM004667,2025-08-19,SCH0360,Sharma Traders,Wheat,33.9,KG,1500.0,Paid
MDM005414,2025-05-24,SCH0073,Kumar General Store,Pulses,33.9,KG,1674.0,Paid
MDM008104,2026-01-15,SCH0217,Kumar General Store,mustard oil,33.9,KG,1794.0,Paid
MDM008175,2025-12-02,SCH0461,Kumar General Store,Lentils,38.2,KG,1794.0,Cleared
MDM008536,2025-07-05,SCH0430,Singh Brothers,Rice,33.9,KG,1794.0,Due
MDM003751,2026-01-13,SCH0125,kumar & co.,Rice,14.8,KG,1794.0,Pending
MDM000098,2025-07-05,SCH0105,Sharma Traders,Wheat,33.9,KG,717.0,Due
MDM006986,2025-12-20,SCH0259,Kumar Supplies,atta,33.9,KG,612.0,Pending
MDM003138,2025-09-08,SCH0137,Singh Brothers,Rice,33.9,KG,1794.0,Pending
MDM001538,2025-11-24,SCH0164,kumar & co.,cooking oil,33.9,KG,1794.0,Pending
MDM003649,2025-12-07,SCH0274,Kumar Supplies,Wheat,33.9,KG,813.0,Paid
MDM001518,2025-10-13,SCH0552,singh agro,Pulses,33.9,KG,2601.0,Cleared
MDM011554,2025-04-21,SCH0159,sharma & sons,Rice,10.2,KG,408.0,Cleared
MDM004625,2025-05-05,SCH0291,goyal mill,Lentils,33.9,KG,1989.0,Pending
MDM006567,2025-11-19,SCH0209,goyal mill,atta,33.9,KG,672.0,Due
MDM002091,2025-09-22,SCH0574,Kumar General Store,sarson tel,33.9,KG,3552.0,Paid
MDM007098,2025-06-20,SCH0053,singh agro,Wheat,33.9,KG,1638.0,Cleared
MDM006172,2025-05-17,SCH0436,goyal mill,oil,33.9,KG,1794.0,Paid
MDM007522,2026-02-22,SCH0148,goyal enterprises,Rice,13.2,KG,528.0,Paid
MDM000573,2025-05-02,SCH0560,goyal mill,mustard oil,33.9,KG,1794.0,Pending
MDM011201,2025-12-20,SCH0152,goyal enterprises,atta,33.9,KG,1794.0,Paid
MDM003063,2025-10-12,SCH0172,goyal mill,Lentils,34.9,KG,3141.0,Cleared
MDM000598,2025-07-04,SCH0382,Kumar Supplies,Rice,33.9,KG,1794.0,Paid
MDM006634,2025-10-04,SCH0210,sharma & sons,Rice,33.9,KG,1256.0,Paid
MDM011649,2025-05-05,SCH0485,sharma & sons,mustard oil,33.9,KG,5880.0,Pending
MDM007876,2025-04-13,SCH0285,Singh Brothers,cooking oil,33.9,KG,1794.0,Due
MDM007346,2025-08-27,SCH0035,sharma & sons,Pulses,59.0,KG,1794.0,Due
MDM006305,2025-11-14,SCH0491,Sharma Traders,Rice,33.9,KG,784.0,Due
MDM009924,2025-06-23,SCH0438,Kumar Supplies,Rice,33.9,KG,1888.0,Paid
MDM011664,2025-07-04,SCH0254,Singh Brothers,Wheat,33.9,KG,1794.0,Pending
MDM005977,2025-05-29,SCH0127,goyal mill,Lentils,33.9,KG,1794.0,Due
MDM008563,2026-01-16,SCH0044,Singh Brothers,Lentils,33.9,KG,963.0,Paid
MDM001939,2025-11-10,SCH0438,kumar & co.,Rice,33.9,KG,620.0,Paid
MDM008101,2025-12-03,SCH0600,s. agro works,sarson tel,33.9,KG,6408.0,Pending
MDM001754,2026-01-28,SCH0598,goyal enterprises,Lentils,33.9,KG,1692.0,Cleared
MDM003671,2025-10-17,SCH0516,Singh Brothers,oil,33.9,KG,1794.0,Paid
MDM009930,2025-07-21,SCH0415,sharma & sons,sarson tel,33.9,KG,6252.0,Pending
MDM002362,2025-12-15,SCH0265,Sharma Traders,Pulses,24.9,KG,2241.0,Paid
MDM004261,2025-09-13,SCH0277,s. agro works,cooking oil,33.9,KG,2676.0,Paid
MDM005433,2026-01-02,SCH0576,sharma & sons,oil,33.9,KG,1794.0,Due
MDM006286,2025-07-23,SCH0218,sharma & sons,Lentils,33.9,KG,3249.0,Cleared
MDM009738,2025-07-13,SCH0334,Kumar General Store,Lentils,33.9,KG,1794.0,Paid
MDM011696,2025-10-03,SCH0331,Kumar Supplies,atta,33.9,KG,867.0,Cleared
MDM009691,2025-07-25,SCH0079,s. agro works,atta,33.9,KG,1287.0,Paid
MDM010572,2025-04-16,SCH0494,Singh Brothers,Lentils,33.9,KG,3204.0,Cleared
MDM010242,2025-09-12,SCH0442,Sharma Traders,Lentils,33.9,KG,1794.0,Cleared
MDM005592,2025-09-20,SCH0191,Kumar Supplies,sarson tel,33.9,KG,2040.0,Paid
MDM001172,2025-10-10,SCH0009,Kumar General Store,Rice,33.9,KG,1794.0,Paid
MDM007928,2025-11-25,SCH0536,goyal enterprises,Wheat,33.9,KG,1152.0,Paid
MDM009948,2026-01-23,SCH0498,goyal enterprises,oil,33.9,KG,4332.0,Paid
MDM009615,2025-10-10,SCH0183,Goyal Rice Mill,Rice,33.9,KG,916.0,Paid
MDM011555,2026-03-10,SCH0456,Sharma Traders,Rice,33.9,KG,1794.0,Paid
MDM011246,2025-07-27,SCH0448,singh agro,Rice,33.9,KG,1708.0,Due
MDM011316,2026-02-02,SCH0037,Singh Brothers,Wheat,33.9,KG,1125.0,Paid
MDM000875,2025-05-16,SCH0234,Kumar General Store,Wheat,33.9,KG,636.0,Paid
MDM002298,2025-11-10,SCH0104,goyal mill,cooking oil,35.6,KG,1794.0,Paid
MDM011493,2025-05-09,SCH0041,goyal enterprises,Wheat,33.9,KG,1794.0,Paid
MDM002644,2025-07-12,SCH0462,Sharma Traders,Rice,33.9,KG,1052.0,Pending
MDM005348,2025-11-16,SCH0013,Sharma Traders,Rice,33.9,KG,1794.0,Paid
MDM009033,2025-12-08,SCH0132,goyal enterprises,Wheat,33.9,KG,1794.0,Paid
MDM000582,2025-06-09,SCH0445,Singh Brothers,Rice,33.9,KG,1794.0,Cleared
MDM000205,2025-04-01,SCH0303,sharma & sons,Wheat,45.0,KG,1794.0,Due
MDM007897,2025-12-01,SCH0109,singh agro,Wheat,33.9,KG,1794.0,Pending
MDM002015,2025-06-08,SCH0223,Kumar General Store,cooking oil,33.9,KG,1794.0,Due
MDM000906,2025-07-11,SCH0598,Sharma Traders,Pulses,33.9,KG,1794.0,Cleared
MDM000632,2025-06-04,SCH0140,Goyal Rice Mill,Lentils,33.9,KG,1794.0,Cleared
MDM008462,2025-08-30,SCH0229,s. agro works,Rice,33.9,KG,1456.0,Due
MDM010299,2025-11-17,SCH0148,Singh Brothers,Wheat,33.9,KG,1644.0,Pending
MDM001975,2025-08-05,SCH0244,Sharma Traders,Rice,33.9,KG,1616.0,Paid
MDM000163,2025-10-11,SCH0137,sharma & sons,Pulses,33.9,KG,1953.0,Due
MDM004999,2025-07-22,SCH0072,goyal mill,cooking oil,33.9,KG,5160.0,Cleared
MDM010698,2026-02-28,SCH0152,goyal enterprises,oil,33.9,KG,5496.0,Paid
MDM009558,2025-06-27,SCH0435,Singh Brothers,atta,50.8,KG,1524.0,Paid
MDM004714,2026-03-15,SCH0028,Singh Brothers,Wheat,33.9,KG,864.0,Due
MDM009068,2025-09-03,SCH0501,goyal enterprises,Rice,49.7,KG,1988.0,Paid
MDM001432,2026-03-30,SCH0013,Sharma Traders,sarson tel,33.9,KG,5184.0,Due
MDM006869,2025-08-23,SCH0011,goyal enterprises,Pulses,33.9,KG,1794.0,Cleared
MDM007711,2026-01-01,SCH0533,Goyal Rice Mill,Rice,33.9,KG,2036.0,Paid
MDM007737,2025-08-06,SCH0328,Kumar Supplies,mustard oil,27.2,KG,3264.0,Due
MDM004284,2025-04-29,SCH0201,Sharma Traders,cooking oil,33.9,KG,2988.0,Pending
MDM007532,2025-06-08,SCH0074,singh agro,Lentils,33.9,KG,2772.0,Paid
MDM009840,2025-11-26,SCH0044,goyal enterprises,Rice,33.9,KG,548.0,Paid
MDM003385,2026-01-12,SCH0419,sharma & sons,sarson tel,33.9,KG,1776.0,Cleared
MDM011822,2025-04-24,SCH0195,Kumar Supplies,Rice,33.9,KG,1860.0,Paid
MDM010039,2025-11-14,SCH0251,goyal enterprises,atta,33.9,KG,339.0,Pending
MDM010297,2025-05-29,SCH0024,Kumar General Store,cooking oil,33.9,KG,2280.0,Paid
MDM007463,2025-09-25,SCH0069,kumar & co.,Wheat,33.9,KG,1557.0,Due
