record_id,grade,total_students,present_students,marked_by,attendance_count_anomaly,attendance_rate,date,day_of_week,is_sunday,proxy_attendance_flag,school_id,teacher_present
ATT0011114,7,190,190,Headmaster,False,100.0,2025-11-05,Wednesday,False,False,SCH0488,1.0
ATT0006002,7,146,99,Headmaster,False,67.8082191780822,2025-12-12,Friday,False,False,SCH0308,1.0
ATT0005719,9,183,177,Headmaster,False,96.72131147540983,2025-11-15,Saturday,False,False,SCH0387,1.0
ATT0004898,2,233,170,Admin,False,72.96137339055794,2025-07-09,Wednesday,False,False,SCH0483,1.0
ATT0005584,8,135,121,Headmaster,False,89.62962962962962,2025-04-26,Saturday,False,False,SCH0234,1.0
ATT0019157,2,276,276,Class Teacher,False,100.0,2025-09-11,Thursday,False,False,SCH0047,1.0
ATT0011846,8,129,98,,False,75.96899224806202,2025-06-13,Friday,False,False,SCH0251,1.0
ATT0007868,5,137,119,Headmaster,False,86.86131386861314,2026-01-29,Thursday,False,False,SCH0519,1.0
ATT0018151,2,201,154,Headmaster,False,76.61691542288557,2026-02-20,Friday,False,False,SCH0438,1.0
ATT0015454,7,80,58,Admin,False,72.5,2026-03-14,Saturday,False,False,SCH0375,
ATT0001129,4,198,176,Class Teacher,False,88.88888888888889,2025-10-20,Monday,False,False,SCH0528,1.0
ATT0016786,1,97,62,Admin,False,63.91752577319587,2026-02-18,Wednesday,False,False,SCH0396,1.0
ATT0010524,10,72,79,,True,109.72222222222223,2025-11-20,Thursday,False,False,SCH0198,1.0
,8,230,223,Class Teacher,False,96.95652173913044,2025-06-26,Thursday,False,False,SCH0377,1.0
ATT0001568,1,82,58,Admin,False,70.73170731707317,2026-06-03,Wednesday,False,False,SCH0322,0.0
ATT0010299,8,81,88,Headmaster,True,108.64197530864197,2026-03-21,Saturday,False,False,SCH0455,1.0
ATT0001707,1,234,225,Clerk,False,96.15384615384616,2025-07-21,Monday,False,False,SCH0395,1.0
ATT0007451,2,86,59,Headmaster,False,68.6046511627907,2026-02-20,Friday,False,False,SCH0548,1.0
ATT0003154,4,170,151,,False,88.8235294117647,2025-07-25,Friday,False,False,SCH0215,
ATT0010365,6,161,104,Class Teacher,False,64.59627329192547,2025-07-04,Friday,False,False,SCH0490,1.0
ATT0011524,4,171,183,Admin,True,107.01754385964912,2025-07-27,Sunday,True,False,SCH0577,1.0
ATT0007300,2,256,188,Class Teacher,False,73.4375,2025-01-08,Wednesday,False,False,SCH0555,1.0
ATT0017624,1,69,51,Class Teacher,False,73.91304347826086,2025-08-08,Friday,False,False,SCH0406,0.0
ATT0000513,9,73,49,Admin,False,67.12328767123287,2026-09-03,Thursday,False,False,SCH0057,1.0
ATT0006241,1,137,143,Class Teacher,True,104.37956204379562,2025-12-11,Thursday,False,False,SCH0114,1.0
ATT0013183,1,262,238,Clerk,False,90.83969465648855,2026-04-02,Thursday,False,False,SCH0157,1.0
ATT0007105,6,223,223,Class Teacher,False,100.0,2025-08-10,Sunday,True,True,SCH0225,1.0
ATT0010567,2,208,162,,False,77.88461538461539,2026-03-16,Monday,False,False,SCH0150,1.0
ATT0009825,5,130,102,Admin,False,78.46153846153847,2026-05-01,Friday,False,False,SCH0304,1.0
ATT0002926,1,168,137,Headmaster,False,81.54761904761905,2025-11-15,Saturday,False,False,SCH0057,1.0
ATT0010491,6,237,148,Class Teacher,False,62.447257383966246,2025-07-07,Monday,False,False,SCH0170,1.0
ATT0012445,7,140,96,Class Teacher,False,68.57142857142857,2026-01-27,Tuesday,False,False,SCH0020,1.0
ATT0015393,1,96,75,Class Teacher,False,78.125,2025-07-21,Monday,False,False,SCH0362,1.0
ATT0002722,4,288,235,Admin,False,81.59722222222221,2025-08-15,Friday,False,False,SCH0058,1.0
ATT0007446,9,286,215,Headmaster,False,75.17482517482517,2025-04-03,Thursday,False,False,SCH0440,1.0
ATT0007894,6,250,161,Clerk,False,64.4,2025-09-27,Saturday,False,False,SCH0506,1.0
ATT0007510,7,145,96,Headmaster,False,66.20689655172414,2025-05-07,Wednesday,False,False,SCH0048,1.0
ATT0018235,10,284,212,Admin,False,74.64788732394366,2026-03-20,Friday,False,False,SCH0493,0.0
ATT0008043,7,293,213,Headmaster,False,72.6962457337884,2025-08-01,Friday,False,False,SCH0551,1.0
ATT0015603,4,93,86,Class Teacher,False,92.47311827956989,2026-02-08,Sunday,True,False,SCH0021,1.0
ATT0016209,2,274,274,Admin,False,100.0,2025-08-24,Sunday,True,True,SCH0455,1.0
ATT0016526,3,191,170,Class Teacher,False,89.00523560209425,2026-02-16,Monday,False,False,SCH0303,1.0
ATT0018355,1,85,70,Headmaster,False,82.35294117647058,2025-04-30,Wednesday,False,False,SCH0075,
ATT0009929,5,273,208,Admin,False,76.19047619047619,2025-04-17,Thursday,False,False,SCH0145,0.0
ATT0013800,3,226,214,Headmaster,False,94.69026548672566,2025-06-15,Sunday,True,False,SCH0549,1.0
ATT0011429,6,248,175,Class Teacher,False,70.56451612903226,2025-10-07,Tuesday,False,False,SCH0209,0.0
ATT0013929,1,75,95,Admin,True,126.66666666666666,2026-02-26,Thursday,False,False,SCH0317,1.0
ATT0018520,4,81,89,,True,109.87654320987654,2025-09-20,Saturday,False,False,SCH0290,1.0
ATT0014784,5,105,81,Headmaster,False,77.14285714285715,2025-11-11,Tuesday,False,False,SCH0336,1.0
,8,151,95,,False,62.913907284768214,2025-09-03,Wednesday,False,False,SCH0573,1.0
ATT0007237,5,155,150,Admin,False,96.7741935483871,2025-12-05,Friday,False,False,SCH0235,1.0
ATT0006469,3,158,128,Class Teacher,False,81.0126582278481,2025-08-14,Thursday,False,False,SCH0041,1.0
ATT0013287,5,64,56,Admin,False,87.5,2025-08-11,Monday,False,False,SCH0490,1.0
ATT0010833,1,49,42,Class Teacher,False,85.71428571428571,2026-03-24,Tuesday,False,False,SCH0521,0.0
ATT0009054,6,118,74,,False,62.71186440677966,2025-08-05,Tuesday,False,False,SCH0242,1.0
ATT0001506,2,115,97,Clerk,False,84.34782608695653,2025-11-18,Tuesday,False,False,SCH0548,1.0
ATT0006055,10,115,70,Headmaster,False,60.86956521739131,2026-01-22,Thursday,False,False,SCH0392,1.0
ATT0000597,2,88,76,Admin,False,86.36363636363636,2025-07-25,Friday,False,False,SCH0568,1.0
ATT0004226,2,276,211,Clerk,False,76.44927536231883,2025-06-21,Saturday,False,False,SCH0234,
ATT0002551,1,179,144,,False,80.44692737430168,2026-03-09,Monday,False,False,SCH0054,0.0
ATT0019658,3,258,258,Headmaster,False,100.0,2026-01-10,Saturday,False,False,SCH0368,1.0
ATT0013136,4,236,150,,False,63.559322033898304,2025-04-18,Friday,False,False,SCH0226,1.0
ATT0007441,6,59,57,,False,96.61016949152543,2025-06-25,Wednesday,False,False,SCH0460,1.0
ATT0019495,1,228,165,Headmaster,False,72.36842105263158,2025-09-15,Monday,False,False,SCH0431,1.0
ATT0006769,4,174,151,Headmaster,False,86.7816091954023,2026-01-14,Wednesday,False,False,SCH0238,1.0
ATT0003200,3,170,121,Clerk,False,71.17647058823529,2026-01-13,Tuesday,False,False,SCH0050,1.0
ATT0002682,2,261,236,Headmaster,False,90.42145593869732,2025-05-12,Monday,False,False,SCH0530,1.0
ATT0006450,5,261,266,Admin,True,101.91570881226053,2025-11-28,Friday,False,False,SCH0493,1.0
ATT0007952,5,235,162,,False,68.93617021276596,2025-12-14,Sunday,True,False,SCH0508,1.0
ATT0017008,4,88,88,Headmaster,False,100.0,2025-02-11,Tuesday,False,False,SCH0096,1.0
ATT0014627,5,171,171,Admin,False,100.0,2025-12-03,Wednesday,False,False,SCH0341,1.0
ATT0001046,6,246,246,Admin,False,100.0,2025-09-28,Sunday,True,True,SCH0022,1.0
ATT0013045,1,56,51,Admin,False,91.07142857142857,2025-04-11,Friday,False,False,SCH0513,1.0
ATT0002645,1,57,57,Headmaster,False,100.0,2025-07-12,Saturday,False,False,SCH0572,1.0
ATT0004436,2,107,100,Admin,False,93.45794392523365,2026-02-23,Monday,False,False,SCH0306,1.0
ATT0011358,3,139,116,Class Teacher,False,83.45323741007195,2026-02-27,Friday,False,False,SCH0091,1.0
ATT0011832,5,94,68,Class Teacher,False,72.3404255319149,2025-09-15,Monday,False,False,SCH0588,0.0
ATT0017204,8,267,219,Admin,False,82.02247191011236,2025-07-01,Tuesday,False,False,SCH0235,1.0
ATT0013669,5,265,162,Clerk,False,61.13207547169811,2025-12-09,Tuesday,False,False,SCH0436,1.0
ATT0018340,4,195,151,Admin,False,77.43589743589745,2025-12-06,Saturday,False,False,SCH0052,1.0
,5,297,197,Class Teacher,False,66.32996632996633,2026-01-14,Wednesday,False,False,SCH0312,1.0
ATT0004488,4,116,80,Class Teacher,False,68.96551724137932,2025-12-08,Monday,False,False,SCH0371,1.0
ATT0002062,1,72,66,Clerk,False,91.66666666666666,2025-05-23,Friday,False,False,SCH0449,1.0
ATT0004646,2,82,69,Admin,False,84.14634146341463,2025-09-20,Saturday,False,False,SCH0395,0.0
ATT0009113,5,208,202,,False,97.11538461538461,2025-12-20,Saturday,False,False,SCH0082,1.0
ATT0011005,3,216,192,Headmaster,False,88.88888888888889,2026-01-16,Friday,False,False,SCH0236,1.0
ATT0003776,3,250,196,Headmaster,False,78.4,2026-01-16,Friday,False,False,SCH0045,1.0
ATT0019396,7,299,299,Class Teacher,False,100.0,2025-11-02,Sunday,True,True,SCH0531,1.0
ATT0005597,10,165,107,Class Teacher,False,64.84848484848484,2025-02-08,Saturday,False,False,SCH0410,1.0
ATT0019769,8,208,160,Clerk,False,76.92307692307693,2025-10-19,Sunday,True,False,SCH0527,
ATT0010742,4,250,167,Admin,False,66.8,2025-11-21,Friday,False,False,SCH0103,1.0
ATT0009298,2,165,142,Headmaster,False,86.06060606060606,2025-11-07,Friday,False,False,SCH0288,0.0
ATT0007266,10,216,216,Admin,False,100.0,2025-04-27,Sunday,True,True,SCH0422,1.0
ATT0009081,3,282,245,Class Teacher,False,86.87943262411348,2026-03-01,Sunday,True,False,SCH0407,0.0
ATT0010574,1,101,87,Admin,False,86.13861386138613,2025-10-10,Friday,False,False,SCH0497,0.0
ATT0019292,3,132,103,Clerk,False,78.03030303030303,2025-10-16,Thursday,False,False,SCH0168,1.0
ATT0004175,5,267,162,,False,60.67415730337079,2025-11-08,Saturday,False,False,SCH0313,1.0
ATT0018159,7,281,228,Class Teacher,False,81.13879003558719,2025-09-05,Friday,False,False,SCH0003,1.0
ATT0008738,10,211,203,Class Teacher,False,96.2085308056872,2025-10-18,Saturday,False,False,SCH0005,1.0
ATT0009217,5,227,227,Headmaster,False,100.0,2025-11-30,Sunday,True,True,SCH0136,1.0
ATT0019037,7,294,294,Headmaster,False,100.0,2025-12-14,Sunday,True,True,SCH0554,1.0
ATT0013041,7,150,99,Clerk,False,66.0,2026-06-03,Wednesday,False,False,SCH0023,1.0
ATT0015864,3,277,287,Clerk,True,103.6101083032491,2026-02-23,Monday,False,False,SCH0474,1.0
ATT0017036,3,184,184,,False,100.0,2025-08-10,Sunday,True,True,SCH0195,1.0
ATT0010144,7,66,52,,False,78.78787878787878,2025-06-26,Thursday,False,False,SCH0557,1.0
ATT0019754,5,247,166,,False,67.20647773279353,2025-05-31,Saturday,False,False,SCH0576,1.0
ATT0008544,6,106,76,Headmaster,False,71.69811320754717,2025-05-09,Friday,False,False,SCH0411,0.0
ATT0005608,10,78,53,,False,67.94871794871796,2025-08-29,Friday,False,False,SCH0081,0.0
ATT0000984,2,263,171,Headmaster,False,65.0190114068441,2026-02-09,Monday,False,False,SCH0087,1.0
ATT0008034,3,123,80,Headmaster,False,65.04065040650406,2025-12-24,Wednesday,False,False,SCH0182,1.0
ATT0005481,10,166,143,Headmaster,False,86.14457831325302,2025-12-20,Saturday,False,False,SCH0168,1.0
ATT0005069,8,183,143,Admin,False,78.14207650273224,2025-05-29,Thursday,False,False,SCH0245,1.0
ATT0014895,4,90,83,Class Teacher,False,92.22222222222223,2026-02-14,Saturday,False,False,SCH0568,1.0
ATT0004798,10,253,253,Clerk,False,100.0,2026-02-22,Sunday,True,True,SCH0060,1.0
ATT0004483,5,257,197,Headmaster,False,76.65369649805449,2025-09-11,Thursday,False,False,SCH0428,1.0
ATT0003663,1,140,140,Clerk,False,100.0,2025-07-06,Sunday,True,True,SCH0169,
ATT0019999,3,190,177,Clerk,False,93.15789473684211,2026-01-13,Tuesday,False,False,SCH0018,1.0
ATT0010487,7,201,140,Clerk,False,69.65174129353234,2025-11-17,Monday,False,False,SCH0599,1.0
ATT0006948,1,167,107,Headmaster,False,64.07185628742515,2026-03-04,Wednesday,False,False,SCH0186,1.0
ATT0004658,5,114,68,Admin,False,59.64912280701754,2025-08-16,Saturday,False,False,SCH0062,1.0
ATT0006415,5,248,156,Admin,False,62.903225806451616,2025-04-30,Wednesday,False,False,SCH0018,1.0
ATT0017588,3,286,236,Admin,False,82.51748251748252,2025-08-27,Wednesday,False,False,SCH0340,1.0
ATT0003151,1,143,104,Headmaster,False,72.72727272727273,2025-06-09,Monday,False,False,SCH0156,1.0
ATT0016034,1,238,223,,False,93.69747899159664,2025-11-01,Saturday,False,False,SCH0314,1.0
ATT0004814,3,82,55,Headmaster,False,67.07317073170732,2025-12-30,Tuesday,False,False,SCH0374,1.0
ATT0009266,3,235,212,Class Teacher,False,90.2127659574468,2025-08-30,Saturday,False,False,SCH0351,1.0
ATT0005970,1,255,162,Admin,False,63.52941176470588,2025-11-06,Thursday,False,False,SCH0563,1.0
ATT0014999,3,65,65,Headmaster,False,100.0,2025-05-18,Sunday,True,True,SCH0218,1.0
ATT0011892,8,275,251,Clerk,False,91.27272727272727,2025-06-18,Wednesday,False,False,SCH0182,0.0
ATT0013336,3,106,85,Headmaster,False,80.18867924528303,2026-01-21,Wednesday,False,False,SCH0139,0.0
ATT0002940,4,183,110,Headmaster,False,60.10928961748634,2025-11-01,Saturday,False,False,SCH0398,1.0
ATT0014097,6,46,39,Clerk,False,84.78260869565217,2025-07-21,Monday,False,False,SCH0452,1.0
ATT0012703,2,200,187,Clerk,False,93.5,2025-05-16,Friday,False,False,SCH0388,1.0
ATT0001341,8,200,166,Admin,False,83.0,2026-02-01,Sunday,True,False,SCH0054,1.0
ATT0001392,3,254,204,Admin,False,80.31496062992126,2025-05-16,Friday,False,False,SCH0061,
ATT0016771,8,171,165,Clerk,False,96.49122807017544,2026-01-10,Saturday,False,False,SCH0455,0.0
ATT0007438,3,210,218,Clerk,True,103.80952380952382,2025-11-19,Wednesday,False,False,SCH0288,1.0
ATT0016393,3,230,185,Headmaster,False,80.43478260869566,2025-03-10,Monday,False,False,SCH0264,1.0
ATT0008803,6,249,163,Clerk,False,65.46184738955823,2025-04-09,Wednesday,False,False,SCH0474,0.0
ATT0017794,6,129,90,Admin,False,69.76744186046511,2025-06-14,Saturday,False,False,SCH0526,1.0
ATT0005807,6,248,253,Class Teacher,True,102.01612903225808,2025-11-25,Tuesday,False,False,SCH0108,0.0
ATT0016004,9,286,260,Class Teacher,False,90.9090909090909,2026-02-03,Tuesday,False,False,SCH0030,0.0
ATT0006147,10,204,135,Class Teacher,False,66.17647058823529,2025-08-30,Saturday,False,False,SCH0013,1.0
ATT0016761,6,80,80,Clerk,False,100.0,2025-04-13,Sunday,True,True,SCH0387,1.0
ATT0009776,3,215,183,Headmaster,False,85.11627906976744,2025-07-13,Sunday,True,False,SCH0316,0.0
ATT0001413,1,210,204,Clerk,False,97.14285714285714,2025-11-07,Friday,False,False,SCH0131,1.0
ATT0016252,5,167,128,Class Teacher,False,76.64670658682635,2025-11-09,Sunday,True,False,SCH0376,1.0
ATT0012003,6,257,257,Headmaster,False,100.0,2025-05-10,Saturday,False,False,SCH0227,1.0
ATT0002257,3,136,91,Headmaster,False,66.91176470588235,2025-10-08,Wednesday,False,False,SCH0387,1.0
ATT0000383,4,141,121,,False,85.81560283687944,2025-08-07,Thursday,False,False,SCH0376,
ATT0017670,3,113,74,,False,65.48672566371681,2025-12-17,Wednesday,False,False,SCH0190,1.0
ATT0006121,9,46,46,,False,100.0,2025-06-22,Sunday,True,True,SCH0358,1.0
ATT0002213,5,95,85,Admin,False,89.47368421052632,2025-08-11,Monday,False,False,SCH0573,1.0
ATT0005604,1,74,48,Headmaster,False,64.86486486486487,2026-01-22,Thursday,False,False,SCH0071,0.0
ATT0010815,3,252,205,Clerk,False,81.34920634920636,2025-05-28,Wednesday,False,False,SCH0358,1.0
ATT0008882,8,90,72,Clerk,False,80.0,2025-09-25,Thursday,False,False,SCH0494,1.0
ATT0006005,8,120,120,,False,100.0,2026-01-15,Thursday,False,False,SCH0259,
ATT0005418,3,112,106,Admin,False,94.64285714285714,2025-08-23,Saturday,False,False,SCH0555,1.0
ATT0004939,5,105,79,Class Teacher,False,75.23809523809524,2026-03-26,Thursday,False,False,SCH0320,1.0
ATT0013435,4,59,46,Class Teacher,False,77.96610169491525,2025-04-01,Tuesday,False,False,SCH0465,1.0
ATT0003625,5,62,38,Headmaster,False,61.29032258064516,2025-06-06,Friday,False,False,SCH0354,1.0
ATT0003159,4,45,29,Admin,False,64.44444444444444,2025-12-12,Friday,False,False,SCH0391,1.0
ATT0004268,8,197,170,Admin,False,86.29441624365482,2025-10-25,Saturday,False,False,SCH0114,
ATT0009159,4,273,238,Headmaster,False,87.17948717948718,2025-11-17,Monday,False,False,SCH0322,1.0
ATT0000464,4,220,178,Class Teacher,False,80.9090909090909,2025-10-03,Friday,False,False,SCH0091,1.0
ATT0001755,4,275,275,,False,100.0,2025-06-15,Sunday,True,True,SCH0099,1.0
ATT0016318,2,229,203,Admin,False,88.64628820960698,2025-05-30,Friday,False,False,SCH0167,1.0
ATT0013831,5,120,104,Admin,False,86.66666666666667,2025-06-12,Thursday,False,False,SCH0159,1.0
ATT0019108,5,184,116,Clerk,False,63.04347826086957,2025-10-17,Friday,False,False,SCH0448,1.0
ATT0006381,9,270,184,Class Teacher,False,68.14814814814815,2025-12-05,Friday,False,False,SCH0360,1.0
ATT0003830,3,103,62,Clerk,False,60.19417475728155,2025-10-16,Thursday,False,False,SCH0185,1.0
ATT0012675,4,236,212,Headmaster,False,89.83050847457628,2025-10-14,Tuesday,False,False,SCH0123,1.0
ATT0000379,3,251,157,Clerk,False,62.54980079681275,2025-08-12,Tuesday,False,False,SCH0248,0.0
ATT0011299,3,107,74,Class Teacher,False,69.1588785046729,2025-01-05,Sunday,True,False,SCH0182,
ATT0012996,5,179,133,Class Teacher,False,74.30167597765363,2025-05-22,Thursday,False,False,SCH0476,1.0
ATT0008182,2,264,239,,False,90.53030303030303,2025-12-25,Thursday,False,False,SCH0254,0.0
ATT0001336,4,56,56,Class Teacher,False,100.0,2025-09-01,Monday,False,False,SCH0032,1.0
ATT0013512,4,60,39,Clerk,False,65.0,2026-03-22,Sunday,True,False,SCH0215,1.0
ATT0002717,4,53,44,Admin,False,83.01886792452831,2025-05-03,Saturday,False,False,SCH0295,1.0
ATT0016715,8,174,133,,False,76.4367816091954,2025-11-20,Thursday,False,False,SCH0146,1.0
ATT0018132,10,201,166,Admin,False,82.58706467661692,2025-12-11,Thursday,False,False,SCH0419,1.0
ATT0013639,2,148,113,Headmaster,False,76.35135135135135,2025-05-06,Tuesday,False,False,SCH0425,1.0
ATT0019100,3,112,112,Headmaster,False,100.0,2025-05-11,Sunday,True,True,SCH0009,1.0
ATT0019807,2,287,287,Class Teacher,False,100.0,2025-10-19,Sunday,True,True,SCH0394,1.0
ATT0003184,4,286,253,Clerk,False,88.46153846153845,2025-11-23,Sunday,True,False,SCH0367,1.0
ATT0010004,5,169,149,Admin,False,88.16568047337277,2025-10-15,Wednesday,False,False,SCH0071,1.0
ATT0006323,4,123,110,Headmaster,False,89.43089430894308,2025-04-28,Monday,False,False,SCH0125,1.0
ATT0013640,10,178,166,Headmaster,False,93.25842696629213,2025-10-12,Sunday,True,False,SCH0451,0.0
ATT0016350,1,127,139,Clerk,True,109.4488188976378,2025-03-07,Friday,False,False,SCH0306,1.0
ATT0007390,8,192,138,Headmaster,False,71.875,2025-07-27,Sunday,True,False,SCH0103,1.0
ATT0001895,4,262,227,Clerk,False,86.64122137404581,2025-11-17,Monday,False,False,SCH0311,1.0
ATT0009400,5,88,84,Headmaster,False,95.45454545454545,2025-07-17,Thursday,False,False,SCH0458,1.0
ATT0004662,1,136,83,Headmaster,False,61.029411764705884,2025-07-31,Thursday,False,False,SCH0417,1.0
ATT0014357,7,203,203,Headmaster,False,100.0,2026-01-25,Sunday,True,True,SCH0064,1.0
,4,56,42,Admin,False,75.0,2025-07-24,Thursday,False,False,SCH0253,1.0
ATT0007770,6,75,68,Class Teacher,False,90.66666666666666,2025-06-25,Wednesday,False,False,SCH0501,
ATT0007091,5,173,164,Admin,False,94.79768786127167,2025-07-03,Thursday,False,False,SCH0146,1.0
ATT0006222,1,280,241,,False,86.07142857142858,2025-12-18,Thursday,False,False,SCH0277,1.0
ATT0016215,4,156,156,Class Teacher,False,100.0,2025-11-02,Sunday,True,True,SCH0229,1.0
ATT0009382,2,214,175,Clerk,False,81.77570093457945,2026-01-29,Thursday,False,False,SCH0479,1.0
ATT0017770,3,140,116,Headmaster,False,82.85714285714286,2025-12-07,Sunday,True,False,SCH0379,1.0
ATT0018435,10,276,216,Clerk,False,78.26086956521739,2026-01-08,Thursday,False,False,SCH0492,0.0
ATT0019993,6,155,104,Clerk,False,67.0967741935484,2026-03-27,Friday,False,False,SCH0399,1.0
ATT0019350,3,282,244,,False,86.52482269503547,2026-01-05,Monday,False,False,SCH0172,1.0
ATT0007038,9,87,58,Headmaster,False,66.66666666666666,2025-04-28,Monday,False,False,SCH0227,1.0
ATT0011647,9,250,250,Clerk,False,100.0,2025-06-01,Sunday,True,True,SCH0262,1.0
ATT0010571,6,185,141,Clerk,False,76.21621621621621,2025-11-20,Thursday,False,False,SCH0268,1.0
ATT0015022,1,107,68,Clerk,False,63.55140186915887,2025-11-25,Tuesday,False,False,SCH0202,1.0
ATT0014161,1,97,58,Admin,False,59.79381443298969,2026-02-01,Sunday,True,False,SCH0440,1.0
ATT0015268,5,88,88,Admin,False,100.0,2025-10-26,Sunday,True,True,SCH0448,1.0
ATT0019956,4,155,121,Admin,False,78.06451612903226,2025-06-02,Monday,False,False,SCH0299,
ATT0017529,2,176,166,Class Teacher,False,94.31818181818183,2025-08-26,Tuesday,False,False,SCH0395,
ATT0014621,3,193,144,Headmaster,False,74.61139896373057,2025-08-05,Tuesday,False,False,SCH0448,1.0
ATT0015324,6,140,113,Headmaster,False,80.71428571428572,2025-10-30,Thursday,False,False,SCH0007,1.0
ATT0006359,5,155,151,,False,97.41935483870968,2025-09-01,Monday,False,False,SCH0017,1.0
ATT0000914,4,135,98,,False,72.5925925925926,2026-03-15,Sunday,True,False,SCH0208,0.0
ATT0012806,3,267,244,Clerk,False,91.38576779026218,2025-11-07,Friday,False,False,SCH0589,1.0
ATT0003993,8,294,199,Headmaster,False,67.68707482993197,2025-08-18,Monday,False,False,SCH0443,1.0
ATT0006692,10,242,219,Clerk,False,90.49586776859503,2025-03-11,Tuesday,False,False,SCH0346,1.0
ATT0001031,4,84,54,Class Teacher,False,64.28571428571429,2025-06-04,Wednesday,False,False,SCH0248,0.0
ATT0009165,5,64,61,Headmaster,False,95.3125,2025-10-27,Monday,False,False,SCH0424,
ATT0002221,1,105,101,Admin,False,96.19047619047619,2026-03-29,Sunday,True,False,SCH0077,1.0
ATT0011967,10,142,101,Admin,False,71.12676056338029,2025-04-14,Monday,False,False,SCH0527,1.0
ATT0009489,2,175,162,Headmaster,False,92.57142857142857,2025-05-04,Sunday,True,False,SCH0532,1.0
ATT0001578,10,52,44,,False,84.61538461538461,2025-12-11,Thursday,False,False,SCH0561,
ATT0019996,9,80,59,Headmaster,False,73.75,2026-02-16,Monday,False,False,SCH0321,0.0
ATT0009948,2,169,177,Clerk,True,104.73372781065089,2025-10-04,Saturday,False,False,SCH0037,1.0
ATT0003794,3,183,168,,False,91.80327868852459,2025-04-02,Wednesday,False,False,SCH0131,1.0
ATT0003656,5,124,120,Admin,False,96.7741935483871,2025-10-08,Wednesday,False,False,SCH0115,0.0
ATT0017464,9,250,150,,False,60.0,2025-08-28,Thursday,False,False,SCH0406,1.0
ATT0004328,1,89,64,Clerk,False,71.91011235955057,2025-04-18,Friday,False,False,SCH0471,1.0
ATT0008303,4,209,199,Headmaster,False,95.21531100478468,2025-04-23,Wednesday,False,False,SCH0237,1.0
ATT0010545,3,236,146,Headmaster,False,61.86440677966102,2025-04-05,Saturday,False,False,SCH0592,1.0
ATT0014803,3,286,181,Headmaster,False,63.286713286713294,2025-06-24,Tuesday,False,False,SCH0185,1.0
ATT0007687,10,195,195,Headmaster,False,100.0,2026-03-15,Sunday,True,True,SCH0591,1.0
ATT0005732,4,44,36,,False,81.81818181818183,2025-12-17,Wednesday,False,False,SCH0173,1.0
ATT0002918,5,290,197,Headmaster,False,67.93103448275862,2026-03-10,Tuesday,False,False,SCH0356,1.0
ATT0005587,1,128,106,Admin,False,82.8125,2026-01-14,Wednesday,False,False,SCH0343,1.0
ATT0007089,8,118,80,Clerk,False,67.79661016949152,2025-03-11,Tuesday,False,False,SCH0542,1.0
ATT0014606,4,76,53,,False,69.73684210526315,2025-06-24,Tuesday,False,False,SCH0536,
ATT0006327,4,107,68,Clerk,False,63.55140186915887,2025-10-26,Sunday,True,False,SCH0382,
ATT0001516,8,264,255,Headmaster,False,96.5909090909091,2025-05-08,Thursday,False,False,SCH0109,1.0
ATT0011279,1,287,211,Headmaster,False,73.5191637630662,2025-12-17,Wednesday,False,False,SCH0025,1.0
ATT0002372,8,137,97,Clerk,False,70.8029197080292,2026-03-22,Sunday,True,False,SCH0423,1.0
ATT0003433,4,131,108,Admin,False,82.44274809160305,2025-09-11,Thursday,False,False,SCH0469,1.0
ATT0002264,3,230,161,,False,70.0,2025-09-12,Friday,False,False,SCH0441,0.0
ATT0004480,5,241,145,Headmaster,False,60.16597510373444,2025-05-19,Monday,False,False,SCH0522,1.0
ATT0004240,7,135,83,,False,61.48148148148148,2025-08-14,Thursday,False,False,SCH0484,0.0
ATT0019236,6,160,99,Clerk,False,61.875,2025-06-03,Tuesday,False,False,SCH0559,1.0
ATT0001391,1,49,37,Clerk,False,75.51020408163265,2025-09-15,Monday,False,False,SCH0040,1.0
ATT0000894,4,161,147,Admin,False,91.30434782608695,2025-07-22,Tuesday,False,False,SCH0137,
ATT0001491,9,76,63,Headmaster,False,82.89473684210526,2025-09-13,Saturday,False,False,SCH0345,1.0
ATT0018693,4,96,64,Headmaster,False,66.66666666666666,2025-08-11,Monday,False,False,SCH0175,0.0
ATT0010043,10,283,246,Headmaster,False,86.92579505300353,2025-10-12,Sunday,True,False,SCH0270,1.0
ATT0017275,2,200,172,Clerk,False,86.0,2025-05-11,Sunday,True,False,SCH0464,1.0
ATT0008517,7,269,213,Class Teacher,False,79.182156133829,2025-05-27,Tuesday,False,False,SCH0074,
ATT0009408,5,119,104,,False,87.39495798319328,2025-08-15,Friday,False,False,SCH0361,1.0
ATT0002934,5,113,102,Admin,False,90.2654867256637,2025-04-24,Thursday,False,False,SCH0042,1.0
ATT0012882,5,107,72,Class Teacher,False,67.28971962616822,2026-03-23,Monday,False,False,SCH0381,0.0
ATT0019467,8,258,207,Clerk,False,80.23255813953489,2026-01-01,Thursday,False,False,SCH0219,1.0
ATT0010938,6,121,77,Headmaster,False,63.63636363636363,2025-11-21,Friday,False,False,SCH0228,
ATT0019139,2,257,257,,False,100.0,2025-02-12,Wednesday,False,False,SCH0406,1.0
ATT0019983,4,61,36,Headmaster,False,59.01639344262295,2025-12-22,Monday,False,False,SCH0588,0.0
ATT0011639,10,252,227,Headmaster,False,90.07936507936508,2026-03-19,Thursday,False,False,SCH0153,0.0
